@relation AutobotDataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute enemyDistance numeric
@attribute enemyVelocity numeric
@attribute enemyAngle numeric
@attribute enemyHeading numeric
@attribute myGunToEnemyAngle numeric
@attribute firePower numeric
@attribute hit numeric

@data
0.132195,1,0.523743,0.365742,0.017882,0,0
0.272902,1,0.496458,0.647357,0.997878,0,1
0.181882,1,0.456441,0.510732,0.957643,0,0
0.325432,0,0.505958,0.732399,0,0,0
0.162941,0,0.402481,0.442419,0.903387,0,1
0.060031,0,0.403751,0.297429,0.904664,0,1
0.266027,0,0.465649,0.587409,0.9669,0,0
0.00862,0.9375,0.47241,0.475181,0.973699,0,1
0.001251,0.5625,0.977067,0.868254,0.473684,0,1
0.1261,1,0.740996,0.664711,0.236322,0,0
0.302176,1,0.686914,0.654255,0.181945,0,0
0.435304,1,0.69905,0.799245,0.194147,0,0
0.510094,1,0.733992,0.944235,0.22928,0,0
0.496206,1,0.773151,0.085448,0.268654,0,0
0.462243,0.5,0.793036,0.284809,0.288647,0,0
0.516418,0.3125,0.785568,0.125878,0.281138,0,0
0.624787,0,0.752055,0.953297,0.247443,0,0
0.533963,0,0.707748,0.938658,0.202893,0,0
0.594185,0,0.675885,0.079872,0.170856,0,1
0.724692,0,0.670306,0.224862,0.165246,0,0
0.800381,0.375,0.682344,0.382399,0.17735,0,0
0.819478,1,0.656199,0.235318,0.151062,0,1
0.896679,0.5625,0.671512,0.450014,0.166459,0,0
0.698341,1,0.6587,0.090328,0.153577,0,0
0.595465,1,0.667382,0.219285,0.162306,0,0
0.534433,1,0.644634,0.364275,0.139434,0,0
0.587787,1,0.611806,0.509265,0.106427,0,0
0.72315,1,0.607268,0.654255,0.101864,0,0
0.826227,1,0.624658,0.799245,0.119349,0,0
0.901497,1,0.644989,0.737903,0.139791,0,0
1,0.3125,0.648572,0.548998,0.143394,0,0
0.991261,0,0.666889,0.37264,0.161811,0,0
0.84368,0,0.656147,0.732326,0.15101,0,1
0.984137,1,0.664773,0.512053,0.159684,0,0
0.741132,0.375,0.637136,0.884287,0.131895,0,0
0.664545,1,0.647287,0.063142,0.142102,0,0
0.602461,1,0.675695,0.921929,0.170664,0,0
0.680961,1,0.701505,0.776939,0.196616,0,0
0.757627,0.125,0.708535,0.604763,0.203684,0,0
0.662649,0,0.714045,0.756027,0.209225,0,0
0.568643,0,0.690237,0.901016,0.185286,0,0
0.612999,0,0.658083,0.04223,0.152956,0,0
0.604166,1,0.625678,0.247168,0.120374,0,1
0.659188,0.8125,0.650449,0.273656,0.145281,0,0
0.389933,1,0.617494,0.035259,0.112146,0,0
0.334146,1,0.670024,0.882893,0.164962,0,0
0.270195,1,0.824427,0.224862,0.32021,0,1
0.367716,1,0.725077,0.938658,0.220317,0,0
0.139175,1,0.849827,0.336392,0.345749,0,1
0.356694,1,0.777749,0.079872,0.273276,0,0
0.060909,1,0.942643,0.447923,0.439072,0,1
0.038641,1,0.928485,0.587336,0.424837,0,1
0.028977,1,0.877916,0.442346,0.373991,0,1
0.065251,0.0625,0.901716,0.252047,0.397922,0,0
0.19826,0,0.844499,0.104966,0.340392,0,0
0.275764,0,0.783239,0.208132,0.278796,0,0
0.410896,0,0.780484,0.353122,0.276027,0,0
0.489052,0,0.792133,0.520418,0.28774,0,0
0.500818,0.75,0.833814,0.756027,0.329648,0,0
0.630518,1,0.827541,0.760209,0.323341,0,0
0.720976,1,0.805,0.615219,0.300677,0,0
0.71711,1,0.776697,0.470229,0.272219,0,0
0.621447,1,0.754856,0.347545,0.250259,0,1
0.568748,0.3125,0.733655,0.53645,0.228942,0,0
0.46823,0,0.737445,0.712808,0.232752,0,0
0.342031,0.125,0.720862,0.849434,0.216078,0,0
0.309264,1,0.744892,0.085448,0.24024,0,0
0.323178,1,0.804091,0.944235,0.299763,0,1
0.452905,1,0.820027,0.799245,0.315786,0,0
0.568729,1,0.79928,0.654255,0.294925,0,0
0.642882,1,0.770371,0.665408,0.265859,0,0
0.758987,0.4375,0.764999,0.827127,0.260457,0,0
0.719606,0,0.746569,0.026895,0.241927,0,0
0.742046,0.9375,0.734114,0.236712,0.229403,0,0
0.706794,1,0.716152,0.29178,0.211343,0,0
0.587149,1,0.719073,0.14679,0.214279,0,0
0.532598,1,0.752107,0.0018,0.247494,0,0
0.622917,1,0.784455,0.860587,0.280019,0,0
0.62477,1,0.80283,0.012953,0.298495,0,0
0.477766,1,0.820422,0.157943,0.316183,0,0
0.255412,1,0.809427,0.302933,0.305128,0,0
0.14486,1,0.642855,0.447923,0.137646,0,0
0.323212,1,0.571998,0.587336,0.066401,0,0
0.471039,1,0.545664,0.442346,0.039923,0,0
0.481218,1,0.489988,0.297357,0.991373,0,0
0.461542,1,0.407236,0.152367,0.908168,0,0
0.531437,1,0.330494,0.16352,0.831007,0,0
0.77396,1,0.300909,0.30851,0.80126,0,0
0.984205,0.4375,0.303335,0.470229,0.803699,0,0
0.94587,1,0.313744,0.707929,0.814165,0,0
0.76892,1,0.33417,0.83828,0.834703,0,0
0.599439,1,0.372186,0.749056,0.872926,0,0
0.581619,1,0.421244,0.604066,0.922253,0,0
0.404196,0,0.492589,0.420737,0.993988,0,1
0.603167,0.5,0.453564,0.459076,0.95475,0,0
0.143778,0,0.530295,0.565727,0.02447,0,1
0.008916,0.8125,0.597943,0.745571,0.092487,0,1
0.121813,1,0.843477,0.894046,0.339365,0,0
0.350324,1,0.936926,0.035259,0.433324,0,0
0.493929,1,0.969111,1,0.465685,0,0
0.630253,1,0.961162,0.85501,0.457692,0,0
0.669336,1,0.936741,0.71002,0.433138,0,0
0.584402,1,0.896383,0.609643,0.39256,0,0
0.846311,0,0.651893,0.402332,0.146733,0,0
0.898874,0.625,0.670065,0.225974,0.165004,0,0
0.740976,1,0.651449,0.223186,0.146287,0,0
0.666401,1,0.625195,0.368175,0.119889,0,0
0.734672,1,0.600035,0.513165,0.094591,0,0
0.744326,0.75,0.609841,0.77596,0.104451,0,0
0.767933,1,0.641145,0.828937,0.135926,0,0
0.878502,1,0.655858,0.683947,0.15072,0,0
0.86764,0,0.672354,0.463674,0.167306,0,0
0.853125,1,0.674266,0.51456,0.169228,0,1
0.801932,0,0.678643,0.734833,0.173629,0,0
0.711152,0.75,0.678898,0.930011,0.173885,0,0
0.620539,1,0.713089,0.092137,0.208263,0,0
0.529255,1,0.739783,0.031492,0.235103,0,0
0.573547,1,0.774052,0.890279,0.26956,0,1
0.707472,1,0.780546,0.745289,0.276089,0,0
0.765489,0.1875,0.778163,0.724377,0.273693,0,0
0.646918,0,0.787131,0.881914,0.28271,0,0
0.592632,0,0.757274,0.023127,0.25269,0,0
0.663407,0.375,0.734005,0.177876,0.229294,0,0
0.542033,1,0.723215,0.360508,0.218444,0,0
0.414505,1,0.706368,0.215518,0.201506,0,0
0.283379,1,0.730692,0.070528,0.225963,0,0
0.299748,1,0.794064,0.929314,0.289681,0,0
0.405219,1,0.830091,0.98508,0.325905,0,0
0.27197,1,0.946276,0.416273,0.442725,0,1
0.441088,1,0.874524,0.126293,0.37058,0,0
0.391252,1,0.918068,0.271283,0.414363,0,0
0.113407,1,0.917465,0.561263,0.413756,0,0
0.214123,1,0.526086,0.42185,0.020238,0,0
0.061617,1,0.712904,0.56684,0.208077,0,0
0.300146,1,0.466689,0.27686,0.967946,0,0
0.311041,1,0.405592,0.13187,0.906515,0,0
0.376482,1,0.356893,0.27686,0.857551,0,0
0.473311,0.25,0.349598,0.476221,0.850215,0,0
0.454987,1,0.381964,0.855425,0.882758,0,1
0.536563,1,0.360171,0.710435,0.860846,0,0
0.255028,1,0.382701,0.884702,0.883499,0,1
0.143413,1,0.383115,0.884702,0.883915,0,1
0.029354,1,0.368759,0.884702,0.869481,0,1
0.199787,0,0.3105,0.670005,0.811504,0,0
0.25721,0,0.220261,0.525016,0.720171,0,0
0.266195,0,0.150392,0.382814,0.64992,0,0
0.255013,0.8125,0.122747,0.59054,0.622124,0,1
0.041363,1,0.144883,0.748077,0.644382,0,1
0.056936,0.53125,0.332844,0.962774,0.833369,0,1
0.128245,1,0.267027,0.098411,0.767193,0,1
0.207954,0,0.270395,0.881914,0.77058,0,1
0.357798,0,0.269593,0.736924,0.769773,0,0
0.526837,0,0.233025,0.667217,0.733005,0,1
0.671976,0.5,0.228796,0.812207,0.728753,0,0
0.65599,0.125,0.235395,0.095622,0.735387,0,0
0.662848,0.9375,0.260578,0.35284,0.760708,0,0
0.682035,0,0.240102,0.184847,0.740121,0,0
0.633519,0,0.260111,0.039857,0.760239,0,0
0.685798,0,0.288478,0.898643,0.788761,0,0
0.774084,0,0.309925,0.003609,0.810326,0,0
0.76673,0,0.33643,0.148599,0.836975,0,0
0.66676,0,0.35585,0.293589,0.856501,0,0
0.566428,0.5625,0.356655,0.480403,0.857311,0,0
0.581679,1,0.384712,0.589146,0.885521,0,0
0.669222,0.4375,0.404634,0.427426,0.905552,0,0
0.697449,0,0.750171,0.618156,0.245548,0,0
0.667349,0,0.777552,0.473166,0.273079,0,0
0.773035,0,0.795821,0.358847,0.291447,0,0
0.716548,0.5,0.770751,0.579121,0.266241,0,1
0.573511,0,0.764359,0.799394,0.259813,0,0
0.513011,0.75,0.75919,0.014496,0.254616,0,0
0.30241,0,0.770842,0.802182,0.266332,0,1
0.476941,0.375,0.788229,0.991087,0.283814,0,0
0.17117,0.875,0.855769,0.74572,0.351723,0,1
0.175764,0,0.799294,0.657192,0.29494,0,0
0.150789,0,0.899575,0.972266,0.395769,0,0
0.093924,0.125,0.822735,0.107903,0.318509,0,1
0.043524,1,0.017478,0.347694,0.516279,0,0
0.180823,1,0.171697,0.202704,0.671342,0,0
0.313831,1,0.154155,0.057715,0.653704,0,0
0.391841,0.5,0.111635,0.916501,0.610951,0,0
0.318533,0,0.203646,0.133695,0.703465,0,1
0.412705,0,0.166638,0.992481,0.666255,0,0
0.181927,0,0.199308,0.278685,0.699104,0,0
0.141394,0.625,0.181329,0.471075,0.681027,0,0
0.11589,1,0.31545,0.542873,0.81588,0,0
0.260604,1,0.40749,0.397883,0.908423,0,0
0.382897,1,0.380953,0.252893,0.881742,0,0
0.437977,1,0.337608,0.107903,0.83816,0,0
0.513922,1,0.303112,0.230587,0.803475,0,0
0.650715,1,0.304024,0.375577,0.804392,0,0
0.740027,1,0.326183,0.520567,0.826672,0,0
0.734205,1,0.353822,0.665557,0.854463,0,0
0.635974,1,0.374475,0.810547,0.875228,0,0
0.513382,1,0.391133,0.749205,0.891977,0,0
0.505975,1,0.429978,0.604215,0.931034,0,0
0.543666,0.1875,0.43954,0.396489,0.940649,0,1
0.441647,0,0.431862,0.448072,0.932929,0,0
0.33484,0,0.400643,0.593062,0.901539,0,0
0.372954,0,0.348808,0.738052,0.849421,0,0
0.514387,0,0.337562,0.849583,0.838114,0,0
0.52141,1,0.326616,0.080021,0.827108,0,0
0.021912,1,0.317595,0.721322,0.818038,0,1
0.444134,1,0.269453,0.910924,0.769632,0,0
0.320528,1,0.247692,0.765935,0.747752,0,0
0.165418,1,0.248066,0.620945,0.748128,0,0
0.055862,0,0.498568,0.054926,1,0,0
0.19356,0,0.614137,0.09675,0.108771,0,1
0.042843,0,0.336064,0.913713,0.836608,0,0
0.21982,0.9375,0.635994,0.317721,0.130747,0,0
0.179884,1,0.551321,0.236164,0.045611,0,0
0.039719,1,0.429827,0.091174,0.930883,0,0
0.107894,1,0.060003,0.94996,0.559037,0,0
0.275982,1,0.96831,0.894195,0.46488,0,0
0.412816,1,0.968866,0.035408,0.465438,0,0
0.506787,1,1,0.180398,0.496743,0,0
0.436037,1,0.070519,0.470378,0.569611,0,1
0.515592,1,0.036764,0.325388,0.535671,0,0
0.299297,1,0.081457,0.598638,0.580609,0,1
0.025341,0,0.088594,0.439707,0.587785,0,1
0.025913,0,0.89851,0.294717,0.394698,0,0
0.11929,0,0.727711,0.149727,0.222965,0,0
0.256021,0,0.668087,0.185975,0.163015,0,0
0.368755,0,0.713712,0.330965,0.208889,0,0
0.432589,0,0.756523,0.475955,0.251935,0,0
0.415084,0.25,0.799528,0.625127,0.295175,0,0
0.49289,1,0.802157,0.83843,0.297818,0,0
0.439242,0,0.803584,0.618156,0.299253,0,0
0.450695,0,0.839018,0.473166,0.334881,0,0
0.525915,0.6875,0.850434,0.347694,0.346359,0,1
0.359955,1,0.841189,0.347694,0.337063,0,1
0.199584,1,0.785276,0.436919,0.280845,0,0
0.233098,1,0.655263,0.581909,0.150121,0,1
0.370917,1,0.65535,0.726899,0.150209,0,0
