@relation AutobotDataset

@attribute enemyDistance numeric
@attribute enemyVelocity numeric
@attribute enemyAngle numeric
@attribute enemyHeading numeric
@attribute myGunToEnemyAngle numeric
@attribute firePower numeric
@attribute hit numeric

@data
210.206765,8,318.868155,18.264222,-41.131845,1,0
300.575441,8,328.898116,326.264222,-31.101884,1,0
390.411437,8,321.361904,274.264222,-38.638096,1,0
427.431116,8,308.230245,222.264222,-51.769755,1,0
488.221302,8,298.181616,274.264222,-61.818384,1,0
467.760011,-8,288.738035,353.264222,-71.261965,1,0
463.898359,3,278.5678,60.014222,-81.4322,1,0
370.538996,8,272.338768,123.264222,-87.661232,1,0
277.907725,8,266.414759,92.264222,-93.585241,1,0
182.653126,8,274.381889,40.264222,-85.618111,1,0
142.03964,8,301.112535,344.264222,-58.887465,1,0
161.462215,8,303.500355,332.264222,-56.499645,1,0
143.687591,8,316.243908,24.264222,-43.756092,1,0
85.217268,8,0.336838,76.264222,0.336838,1,0
93.347982,8,102.586474,128.264222,102.586474,1,0
219.563646,8,150.155958,180.264222,150.155958,1,0
291.50927,8,167.70196,214.264222,167.70196,1,1
388.090002,8,172.429991,162.264222,172.429991,1,0
471.205402,8,164.857554,110.264222,164.857554,1,0
494.30786,8,153.2274,58.264222,153.2274,1,0
495.419614,8,141.387776,78.264222,141.387776,1,0
580.496029,8,135.671904,130.264222,135.671904,1,0
536.018977,3,131.911135,222.264222,131.911135,1,0
453.053708,8,134.339508,285.514222,134.339508,1,0
354.12246,8,138.498319,288.264222,138.498319,1,0
278.162424,8,144.514435,236.264222,144.514435,1,0
287.986354,8,147.222498,184.264222,147.222498,1,1
339.970803,-3,137.05196,140.764222,137.05196,1,0
325.198425,-8,110.33545,204.014222,110.33545,1,0
463.78239,-8,92.776059,256.014222,92.776059,1,0
610.784502,-8,93.705232,308.014222,93.705232,1,0
652.353276,7,92.004709,31.514222,92.004709,1,0
688.443691,8,80.889054,2.264222,80.889054,1,0
639.022333,8,65.556481,310.264222,65.556481,1,0
547.8735,8,55.236651,258.264222,55.236651,1,0
384.129957,8,54.530974,238.264222,54.530974,1,0
190.251859,8,7.586254,338.264222,22.795891,1,0
223.09518,8,349.773347,30.264222,-10.226653,1,0
216.947615,8,349.82242,82.264222,-10.17758,1,0
132.33373,8,345.305739,132.264222,-14.694261,1,0
61.755418,8,332.900137,80.264222,-27.099863,1,1
92.700455,8,22.469319,28.264222,22.469319,1,1
98.769903,-4,40.977222,316.764222,40.977222,1,0
114.759518,-8,95.863619,4.764222,95.863619,1,0
150.725097,-8,106.230414,56.764222,106.230414,1,0
141.27288,-8,94.800772,108.764222,94.800772,1,0
198.247407,3,78.452501,185.014222,78.452501,1,0
251.570892,8,95.790989,198.264222,95.790989,1,0
387.716894,8,108.248204,146.264222,108.248204,1,0
568.307614,8,108.30595,94.264222,108.30595,1,0
657.638024,8,102.011813,42.264222,102.011813,1,0
750.319473,0,97.279996,94.264222,97.279996,1,0
726.001534,-8,91.451313,173.264222,91.451313,1,0
746.491656,0,79.562749,222.264222,79.562749,1,0
495.774509,8,53.492698,272.264222,53.492698,1,0
619.807791,8,70.13777,301.264222,70.13777,1,0
378.929242,8,36.051382,220.264222,36.051382,1,0
297.536279,8,26.666964,168.264222,26.666964,1,0
210.547618,8,46.708165,148.264222,46.708165,1,0
104.470928,8,111.188251,200.264222,111.188251,1,0
417.263362,8,61.06592,282.230949,61.06592,1,1
179.067241,-2,115.184383,201.480949,115.184383,1,0
319.265038,8,57.010757,230.230949,57.010757,1,0
188.927494,8,77.323753,178.230949,77.323753,1,0
209.715588,-8,117.96761,269.230949,117.96761,1,1
277.52108,1,123.020535,327.230949,123.020535,1,0
209.970675,8,121.33904,33.480949,121.33904,1,0
265.690123,8,101.169268,52.230949,101.169268,1,0
304.559955,8,82.421215,0.230949,82.421215,1,0
285.882713,8,63.158474,308.230949,63.158474,1,0
214.440128,8,46.749807,256.230949,46.749807,1,0
181.231591,8,5.411591,292.230949,5.411591,1,0
263.517587,8,349.453144,344.230949,-10.546856,1,0
358.287043,8,355.686906,36.230949,-4.313094,1,0
405.963635,8,9.006043,88.230949,9.006043,1,0
388.257567,8,23.318461,140.230949,23.318461,1,0
346.097102,8,37.965373,126.230949,37.965373,1,0
376.890058,-3,48.580116,58.480949,48.580116,1,0
361.308817,-8,63.054973,355.230949,63.054973,1,0
342.568577,-8,79.535304,10.230949,79.535304,1,0
275.19365,-8,93.482181,62.230949,93.482181,1,1
123.051507,-4,22.947361,167.730949,22.947361,1,0
169.622815,-8,94.440816,114.230949,94.440816,1,0
116.937023,8,338.549339,244.230949,-21.450661,1,0
199.392049,8,266.018934,140.230949,-93.981066,1,1
188.927924,8,288.352735,192.230949,-71.647265,1,0
259.847933,3,264.298041,85.980949,-95.701959,1,0
307.277563,-8,261.112681,171.730949,-98.887319,1,0
273.689355,-8,279.283453,223.730949,-80.716547,1,0
226.844618,2,289.687535,292.480949,-70.312465,1,0
301.93497,8,299.700262,318.230949,-60.299738,1,0
401.393981,8,297.33976,266.230949,-62.66024,1,0
461.120135,8,286.561569,214.230949,-73.438431,1,0
453.993995,8,273.98446,162.230949,-86.01554,1,0
461.970073,8,261.427034,206.230949,-98.572966,1,0
444.90618,0,256.839797,284.480949,-103.160203,1,0
377.764586,8,268.133221,2.980949,-91.866779,1,0
331.805271,8,283.101335,54.980949,-76.898665,1,0
277.337074,8,299.424616,32.230949,-60.575384,1,0
332.776351,8,315.281931,340.230949,-44.718069,1,0
433.15461,8,314.574449,288.230949,-45.425551,1,0
504.065176,8,305.560688,260.230949,-54.439312,1,0
600.737509,8,302.70469,312.230949,-57.29531,1,0
706.507406,-4,311.833446,68.230949,-48.166554,1,1
683.179259,8,307.845007,4.230949,-52.154993,1,0
674.975268,8,304.345421,154.730949,-55.654579,1,0
594.421417,8,298.667547,110.230949,-61.332453,1,0
536.235212,8,303.416456,58.230949,-56.583544,1,0
551.030529,8,313.907474,6.230949,-46.092526,1,0
527.54665,-8,323.123081,21.980949,-36.876919,1,0
572.802775,-8,301.098337,77.980949,-58.901663,1,0
667.586176,-8,298.960683,129.980949,-61.039317,1,0
685.295498,1,304.70773,193.230949,-55.29227,1,0
719.446675,8,298.654717,232.230949,-61.345283,1,0
720.916216,0,291.221346,174.230949,-68.778654,1,0
590.218078,8,286.087928,95.230949,-73.912072,1,0
449.53044,8,286.572181,92.230949,-73.427819,1,0
339.690802,8,275.935563,144.230949,-84.064437,1,0
330.863986,8,256.944805,196.230949,-103.055195,1,1
418.947184,8,249.496618,248.230949,-110.503382,1,0
510.697529,8,254.574846,300.230949,-105.425154,1,0
555.030237,8,264.503866,326.230949,-95.496134,1,0
591.277987,-6,268.107962,249.480949,-91.892038,1,0
581.299519,-8,275.739682,195.230949,-84.260318,1,0
614.003389,-8,285.04946,170.230949,-74.95054,1,0
631.098964,3,291.097833,237.980949,-68.902167,1,0
753.888683,-2,286.304426,312.480949,-73.695574,1,0
737.778511,6,287.825676,47.980949,-72.174324,1,0
650.101944,-8,280.690692,324.480949,-79.309308,1,1
707.939348,-8,287.250986,16.480949,-72.749014,1,0
554.081392,-8,277.86195,272.480949,-82.13805,1,1
431.708469,-8,289.140708,272.230949,-70.859292,1,0
329.839371,-8,287.08067,324.230949,-72.91933,1,0
301.718859,-8,269.490007,16.230949,-90.509993,1,0
379.229897,-8,258.641482,68.230949,-101.358518,1,0
317.045139,8,207.240542,58.230949,-152.759458,1,1
373.4367,8,245.277514,156.230949,-114.722486,1,0
351.395689,8,228.950774,110.230949,-131.049226,1,0
223.642862,8,199.573323,2.230949,-160.426677,1,1
300.674689,8,192.870438,6.230949,-167.129562,1,0
147.337657,8,110.260833,102.230949,160.7122,1,0
307.126484,8,100.977818,154.230949,100.977818,1,0
417.585365,8,108.671276,206.230949,108.671276,1,0
457.363297,8,114.221246,240.230949,114.221246,1,0
540.718396,8,120.619652,188.230949,120.619652,1,0
596.496723,-6,123.417465,111.480949,123.417465,1,0
543.578426,0,136.865702,76.230949,136.865702,1,0
511.090637,-8,146.612075,166.480949,146.612075,1,0
364.160475,1,136.221412,283.230949,136.221412,1,1
327.367618,8,241.582167,230.40117,-118.417833,1,0
410.203487,8,232.678974,178.40117,-127.321026,1,0
482.093454,-8,232.68044,110.40117,-127.31956,1,0
473.070518,-8,252.550823,214.40117,-107.449177,1,1
527.5503,-8,242.855049,162.40117,-117.144951,1,0
374.574198,-8,255.26048,266.40117,-104.73952,1,1
330.066004,4,252.942691,346.90117,-107.057309,1,0
309.29196,8,269.975173,348.40117,-90.024827,1,0
381.260889,8,281.696854,296.40117,-78.303146,1,0
479.612198,8,278.935026,244.40117,-81.064974,1,0
534.530296,8,269.348823,200.40117,-90.651177,1,0
613.971712,8,263.191252,252.40117,-96.808748,1,0
623.24053,-8,256.478128,331.40117,-103.521872,1,0
664.820727,-6,245.829408,20.40117,-114.170592,1,0
604.774872,8,243.903367,106.40117,-116.096633,1,0
476.890841,8,241.62832,54.40117,-118.37168,1,0
347.813797,8,247.642385,2.40117,-112.357615,1,0
367.45673,8,263.48707,310.40117,-96.51293,1,0
454.689853,8,271.162893,314.40117,-88.837107,1,0
496.217638,8,282.217642,6.40117,-77.782358,1,0
467.62714,8,293.69509,58.40117,-66.30491,1,0
428.659401,6,300.816995,145.15117,-59.183005,1,0
392.101347,8,295.629659,196.40117,-64.370341,1,0
340.831321,8,282.052588,144.40117,-77.947412,1,0
245.488758,8,276.055543,92.40117,-83.944457,1,0
207.270393,8,283.044006,40.40117,-76.955994,1,0
203.422844,8,312.066467,44.40117,-47.933533,1,0
124.243914,8,357.31405,148.40117,-2.68595,1,1
199.811417,8,334.18592,96.40117,-25.81408,1,0
112.994726,8,273.989086,232.40117,-37.691733,1,0
217.168982,8,268.398058,284.40117,-91.601942,1,0
317.280479,8,266.50187,238.40117,-93.49813,1,0
382.529676,8,253.907944,186.40117,-106.092056,1,0
386.068839,8,238.892281,134.40117,-121.107719,1,0
346.983589,8,223.914817,130.40117,-136.085183,1,0
269.849522,-8,221.592614,209.40117,-138.407386,1,1
174.296281,-8,211.569304,261.40117,-148.430696,1,0
159.464517,2,188.594381,330.65117,-171.405619,1,1
99.715798,8,143.036421,356.40117,143.036421,1,1
90.97645,8,83.639583,304.40117,83.639583,1,1
78.206887,8,65.936622,252.40117,65.936622,1,1
64.916425,8,125.288505,200.40117,125.288505,1,0
130.858715,8,149.396934,244.40117,149.396934,1,0
109.644518,8,189.936519,296.40117,-170.063481,1,0
98.573694,6,127.770232,80.65117,127.770232,1,0
256.271157,8,110.344603,78.40117,110.344603,1,0
318.370432,8,94.517771,26.40117,94.517771,1,0
323.480764,8,76.526235,334.40117,76.526235,1,0
270.698942,8,59.8226,290.40117,59.8226,1,0
269.448381,8,38.380965,342.40117,38.380965,1,0
253.80697,-7,34.937614,60.65117,34.937614,1,0
132.963453,-6,7.055811,110.40117,7.055811,1,1
43.099875,-1,336.605946,194.40117,-23.394054,1,1
49.932896,4,319.751978,109.15117,-40.248022,1,1
