@relation Autobot.arff

@attribute enemyDistance numeric
@attribute enemyVelocity numeric
@attribute enemyDirectionRelativeToGun numeric
@attribute notHit numeric
@attribute hit numeric

@data
0.182674,0.5,-0.94406,1,0
0.498404,0.5,-0.578909,1,0
0.362253,0.5,-0.200972,1,0
0.118051,0.75,-0.539438,1,0
0.232962,0.375,0.80889,0,1
0.456518,-0.75,0.629462,1,0
0.357792,0.125,0.069195,1,0
0.315725,0.5,0.632218,0,1
0.571626,-0.25,-0.579252,1,0
0.293527,0.5,0.753015,0,1
0.301829,-0.75,0.832874,1,0
0.283302,-0.75,0.94285,1,0
0.415217,0.5,0.002027,1,0
0.38912,-0.75,-0.317677,1,0
0.200301,0.75,-0.999317,0,1
0.357468,0.5,0.975635,0,1
0.178132,0.375,0.855022,1,0
0.462404,0.5,0.090362,1,0
0.393367,-0.75,0.750171,0,1
0.450981,0.5,0.551528,0,1
0.394059,0.5,0.083789,1,0
0.274451,0.5,-0.96591,1,0
0.31831,0.5,-0.832784,0,1
0.467078,-0.75,0.910381,0,1
0.323439,0.5,-0.092749,1,0
0.465566,0.5,-0.975205,1,0
0.261097,-0.25,-0.570546,1,0
0.630347,0.125,-0.475458,1,0
0.364135,-0.75,-0.038176,0,1
0.365863,0.5,-0.607841,0,1
0.321712,0.5,0.4726,1,0
0.29154,-0.75,0.131774,1,0
0.560974,0.5,0.685485,1,0
0.438124,0.5,-0.658624,0,1
0.464666,0.5,0.273991,1,0
0.036024,0,-0.059597,0,1
0.246336,-0.75,0.74646,1,0
0.217809,0.5,0.667457,1,0
0.542307,-0.25,0.986779,1,0
0.28759,-0.75,0.974169,0,1
0.46151,0.5,0.023758,0,1
0.400653,-0.75,-0.214584,0,1
0.277604,-0.75,-0.415583,1,0
0.122226,0.75,0.974474,1,0
0.170664,0.75,-0.697619,1,0
0.192984,-0.75,-0.563238,1,0
0.303058,0.5,-0.763504,0,1
0.465866,0.5,0.932562,1,0
0.422934,0.5,0.522162,0,1
0.451872,0.5,-0.487823,1,0
0.368664,0.25,-0.994744,1,0
0.664452,0.375,0.897324,0,1
0.436573,0.5,0.944264,1,0
0.267986,0.5,0.974193,1,0
0.600379,0.5,1,0,1
0.585577,-0.75,-0.587579,1,0
0.270684,0.5,0.858316,1,0
0.340091,0.5,-0.808469,1,0
0.210308,-0.75,0.047464,1,0
0.584393,-0.75,0.736865,1,0
0.482874,-0.75,0.186895,1,0
0.586659,-0.75,0.825637,0,1
0.28824,0.5,0.570506,1,0
0.431871,0.5,-0.014432,1,0
0.181481,0.125,0.972344,0,1
0.318878,-0.75,-0.843616,1,0
0.636727,0.5,0.761336,1,0
0.509545,-0.75,-0.979776,0,1
0.062888,0.5,0.99975,1,0
0.329163,0.5,-0.758255,0,1
0.397827,0.5,-0.523262,1,0
0.210158,0.5,-0.995363,1,0
0.153329,-0.5,0.217816,0,1
0.210457,-0.75,0.97356,1,0
0.268196,0.25,0.996944,0,1
0.395761,-0.75,-0.220259,1,0
