@relation AutobotDataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute enemyDistance numeric
@attribute enemyVelocity numeric
@attribute enemyDirectionRelativeToGun numeric
@attribute hit numeric

@data
0.260671,0.833333,0.824041,1
0.254596,0.833333,0.920014,0
0.242366,0,0.999692,1
0.225799,0,0.899151,1
0.113389,0,0.63882,1
0.081573,0.833333,0.982978,0
0.170678,0.833333,0.984308,0
0.336819,0.833333,0.714733,0
0.470226,0.833333,0.139553,0
0.521661,0.083333,0.015099,0
0.689241,0,0.347117,0
0.594206,1,0.385088,0
0.468751,1,0.470082,0
0.439276,0.833333,0.373857,0
0.42472,0.833333,0.265884,0
0.430779,0.833333,0.196329,0
0.492947,0,0.139698,0
0.560142,0,0.156235,0
0.5786,0.5,0.157467,0
0.366086,0.833333,0.18749,0
0.033448,0.833333,0.233374,1
0.209941,0.833333,0.361178,0
0.016167,0.5,0.361178,1
0.305464,0.833333,0.971944,0
0.377197,0.833333,0.971195,1
0.422476,0.833333,0.356497,0
0.425849,0,0.356497,0
0.295506,0.833333,0.000365,1
0.205621,0.833333,0.130444,1
0.150734,0.833333,0.471721,0
0.125894,0.833333,0.922868,0
0.22277,0.166667,0.987676,1
0.146246,0,0.208032,0
0.185894,0,0.099654,0
0.29426,0.666667,0.186149,0
0.237827,0.833333,0.316399,0
0.230369,0.833333,0.370001,0
0.274068,0.833333,0.53405,0
0.292521,0.833333,0.367136,0
0.32209,0.25,0.245498,0
0.342768,0,0.303523,0
0.422129,0,0.334062,1
0.364656,0.833333,0.001562,1
0.409296,0.833333,0.001583,0
0.283904,0.833333,0.001498,1
0.175688,0.833333,0.000161,1
0.017246,0.833333,0.08295,1
0.007826,0.25,0.267748,1
0.005468,0,0.363843,1
0.003862,0,0.243932,1
0.02331,0,0.015617,0
0.070029,0,0,0
0.107429,0,0.002718,0
0.097075,0.666667,0.010445,1
0.00802,0.5,0.002897,1
0.006525,0.5,0.009472,1
0.028354,0.833333,0.923528,0
0.219489,0.833333,0.984003,1
0.43172,0.833333,0.903675,1
0.506673,0.166667,0.120363,0
0.591263,0,0.038277,0
0.504668,0.833333,0.807181,1
0.544362,0.416667,0.966295,0
0.486106,0,0.919784,1
0.38861,0,0.817367,1
0.346338,0.833333,0.06656,0
0.373283,0.833333,0.000161,0
0.335866,0.666667,0.000161,1
0.411015,0,0.488189,0
0.509401,0,0.674745,0
0.568985,0,0.687473,1
0.562609,0.833333,0.999799,0
0.606256,0.833333,0.999799,1
0.686873,0.833333,0.999804,1
0.772755,0.833333,0.096714,0
0.835868,0.833333,0.009756,1
0.851769,0.083333,0.020764,0
0.731179,1,0.819245,0
0.611696,0.833333,0.993633,1
0.668796,0.833333,0.997693,0
0.61245,0.25,0.862543,1
0.425848,0,0.507445,1
0.500346,0,0.538192,0
0.43267,0.833333,0.000179,0
0.434139,0.833333,0.364514,0
0.372718,0.833333,0.757768,0
0.424159,0,0.812137,0
0.477857,0.833333,0.832201,0
0.480348,0,0.86292,0
0.452579,0.166667,0.875283,0
0.550679,0.833333,0.8483,1
0.53645,0,0.889867,1
0.388115,0,0.795241,1
0.604,0.666667,0.686912,0
0.261477,0.833333,0.000264,1
0.352023,0.833333,0.001174,0
0.314315,0.833333,0.107617,0
0.214132,0,0.636748,0
0.266546,0,0.658294,1
0.231566,0,0.677565,0
0.210695,0.833333,0.962971,1
0.25543,0.833333,0.967134,0
0.172154,0.833333,0.980514,1
0.155634,0.833333,0.994131,1
0.188499,0.833333,0.992623,1
0.172037,0.166667,0.846784,1
0.12852,0,0.448137,0
0.105106,1,0.000292,1
0.003832,0.5,0.234459,1
0.10411,1,0.825627,0
0.123778,1,0.854023,0
0.148504,0.833333,0.829758,0
0.153648,1,0.829118,0
0.174745,0.833333,0.84743,0
0.175271,0.833333,0.799211,0
0.182865,0.5,0.756669,1
0.149846,0.166667,0.152375,0
0.237124,0.166667,0.011639,1
0.226966,0.166667,0.000917,0
0.227917,0.166667,0.027669,0
0.256141,0.166667,0.486774,0
0.387648,0,0.47692,0
0.546103,0,0.45805,0
0.6215,0.583333,0.411047,0
0.54899,0.833333,0.240019,0
0.496134,0.833333,0.111789,0
0.48877,0,0.046863,0
0.573434,0,0.042668,0
0.726763,0,0.045254,0
0.418471,0.833333,0.028683,1
0.637974,0.833333,0.107188,0
0.253745,0,0.226681,0
0.248745,0.833333,0.245145,0
0.184242,0.833333,0.212668,1
0.312768,0,0.304842,0
0.218845,0,0.462847,0
0.349286,0,0.6946,1
0.314835,0.833333,0.79962,0
0.399153,0.416667,0.905478,0
0.386763,0,0.01685,0
0.449378,0.75,0.022878,1
0.341404,1,0.028393,1
0.227594,1,0.061715,1
0.085869,1,0.004745,1
0.000963,0.5,0.030489,1
0.000963,0.5,0.047261,1
0.000963,0.5,0.117608,1
0.000963,0.5,0.179357,1
0.078219,0,0.011635,0
0.272437,0,0.443692,0
0.510768,0,0.402496,0
0.687427,0,0.312561,0
0.590042,0.833333,0.274209,0
0.674867,0.833333,0.232482,0
0.51016,0.333333,0.18341,0
0.088712,0.833333,0.177149,1
0.193173,0,0.795619,1
0.179098,0.833333,0.300775,0
0.170895,0,0.002158,1
0.207024,0.833333,0.00019,1
0.125983,0,0.000309,0
0.100613,0.833333,0.003926,1
0.039329,0.833333,0.219375,1
0.117694,0.833333,0.830385,0
0.163376,0.833333,0.815841,0
0.126652,0.833333,0.758963,0
0.22101,0.833333,0.467231,0
0.245662,0.833333,0.124431,1
0.225158,1,0.000108,1
0.112485,1,0.14811,1
0.055052,0.833333,0.411195,1
0.018461,0.833333,0.300539,1
0.029976,0.833333,0.097885,1
0.042864,0.833333,0.013306,1
0.078438,0.833333,0.02014,1
0.056776,0.833333,0.968763,0
0.178038,0.833333,0.981951,1
0.258186,0.083333,0.855554,1
0.202531,0,0.019559,0
0.245619,0,0.007745,1
0.244067,0.833333,0.549874,0
0.213867,0.833333,0.981896,0
0.236592,0.166667,0.99148,1
0.098677,0,0.945942,1
0.039891,0,0.908355,1
0.021932,0.5,0.972554,1
0.076273,0,0.001271,0
0.220083,0,0.000281,1
0.182035,0.833333,0.001919,1
0.058146,0.833333,0.136858,1
0.102997,0.833333,0.669689,0
0.131979,0.833333,0.148951,0
0.194914,0.833333,0.079392,0
0.229997,0.833333,0.007634,0
0.234747,0.083333,0.039359,0
0.349119,0,0.587111,0
0.50575,0,0.693994,0
0.531124,0.583333,0.731903,0
0.535938,0.833333,0.763537,0
0.561542,0.833333,0.691876,1
0.601769,0.5,0.933325,0
0.504684,0,0.986148,1
0.599611,0,0.986148,0
0.394274,0.166667,0.7293,0
0.442719,0.833333,0.584416,1
0.503248,0.166667,0.125758,0
0.545665,0.166667,0.00192,0
0.752453,0.833333,0.022411,0
0.764808,0,0.021761,0
0.865852,0,0.021176,1
0.900567,0.333333,0.041588,1
0.827097,0.833333,0.614115,0
0.694496,0.833333,0.847963,0
0.670487,0.083333,0.994142,0
0.575467,0,0.997833,1
0.66579,0,0.999996,0
0.517997,0.75,0.271021,0
0.575815,0.833333,0.149767,1
0.634825,0.833333,0.170467,0
0.669694,0,0.279023,0
0.805455,0,0.343275,0
0.879187,0.666667,0.382901,0
0.821205,0.833333,0.284194,1
0.747962,0.833333,0.614921,0
0.768477,0,0.656284,0
0.836677,0,0.641907,0
0.829634,0.75,0.564349,0
0.820752,0.166667,0.497689,0
0.793847,0.166667,0.483498,0
0.787923,0,0.509016,1
0.785318,0,0.994426,0
0.778641,1,0.928476,0
0.792702,0.833333,0.930419,0
0.792807,0.166667,0.934261,0
0.750734,0.166667,0.921135,0
0.695624,0.166667,0.646107,0
0.622395,0.166667,0.153952,0
0.55869,0.166667,0.127995,0
0.550921,0,0.184369,0
0.692997,0,0.240684,0
0.693693,0.833333,0.243731,0
0.645012,0.833333,0.219333,1
0.580978,0.833333,0.854932,0
0.62014,0,0.860915,0
0.610046,0,0.873748,1
0.559817,0.666667,0.825649,0
0.609816,0.833333,0.321944,0
0.671726,0.833333,0.022508,0
0.666586,0,0.023998,0
0.731621,0.583333,0.026633,1
0.660738,0.833333,0.293741,0
0.587071,0.833333,0.53176,0
0.53305,0.833333,0.946943,0
0.499037,0,0.348047,0
0.396441,0,0.116572,0
0.345386,0.833333,0.138051,1
0.265497,0.833333,0.027994,1
0.195629,0.833333,0.134889,1
0.19622,0,0.698855,0
0.205443,0,0.716871,1
0.224853,0,0.716871,0
0.289103,0.833333,0.717602,1
0.333474,0.833333,0.046266,0
0.360311,0,0.129829,1
0.471267,0,0.201464,1
0.558902,0.5,0.932011,0
0.522386,0.833333,0.929129,0
0.61637,0.833333,0.580942,0
0.623582,0,0.048963,0
0.550699,0,0.04479,0
0.560092,0,0.049339,1
0.579785,0.833333,0.014285,1
0.501475,0.833333,0.328721,1
0.437141,0.833333,0.993245,0
0.123858,0.833333,0.03812,1
0.038639,0,0.449733,1
0.038123,0.666667,0.05004,0
0.160085,0,0.122385,0
0.328809,0,0.125199,1
0.417988,0.5,0.957695,0
0.339851,0.833333,0.954645,0
0.38475,0.833333,0.825299,0
0.371188,0,0.620122,1
0.334046,1,0.198954,0
0.313057,1,0.282726,0
0.28827,0.833333,0.531253,0
0.248588,0.833333,0.732475,0
0.220636,0.833333,0.888392,0
0.3321,0.833333,0.851756,1
0.244824,0.833333,0.695854,0
0.277565,0,0.049651,0
0.32842,0.75,0.060873,1
0.294184,0,0.001711,0
0.255307,0.833333,0.001711,0
0.153656,0.833333,0.100165,1
0.059915,0.333333,0.744412,1
0.00451,0.416667,0.953662,1
0.008594,0.5,0.757859,1
0.182204,0,0.020914,0
0.175456,0.833333,0.020914,1
0.182696,0.833333,0.010993,1
0.140107,0.833333,0.947935,0
0.225521,0.333333,0.986583,1
0.133233,0,0.986321,1
0.091657,0,0.974721,1
0.038053,0,0.907944,1
0.02256,0,0.832378,1
0.018244,0.416667,0.877538,1
0.083558,0.75,0.754227,1
0.306254,0.833333,0.757269,1
0.405646,0.833333,0.002693,0
0.426794,0,0.151356,0
